Client,Year,Total_Respondents,Col_Index,Column_Name
UNFCU,2024,32,44,Mental Wellness Issue requestes to address - Lifestyle diseases management
UNFCU,2024,32,45,Mental Wellness Issue requestes to address - Effective Parenting skills (Managing children and teenagers)
UNFCU,2024,32,46,Mental Wellness Issue requestes to address - Other (please specify)
UNFCU,2024,32,47,Which of the following training programs would you like to attend?
UNFCU,2024,32,48,Training Program Interested Attending - Mental Health Peer counsellor
UNFCU,2024,32,49,Training Program Interested Attending - Baby minder trainings (training for your nannies)
UNFCU,2024,32,50,Training Program Interested Attending - Youth/Peer mentorship program (Training for your adolescent son/daughter)
UNFCU,2024,32,51,Training Program Interested Attending - Family Health program- relationships/ Marriage issues/ Parenting (Training for couples)
UNFCU,2024,32,52,Training Program Interested Attending - Other (please specify)
UNFCU,2024,32,53,Which of the health and wellbeing clubs below would you be interested to join?
UNFCU,2024,32,54,Health & Wellbeing Club Interested Joining - Soul food (overcomers of a challenging or difficult situation in life; from grass to grace)
UNFCU,2024,32,55,"Health & Wellbeing Club Interested Joining - Nurture Club (Those supporting young people through mentorship, coaching, career progressions)"
UNFCU,2024,32,56,"Health & Wellbeing Club Interested Joining - Health club (Those interested in healthy living aspects, healthy eating, exercising, health promotion etc.)"
UNFCU,2024,32,57,Health & Wellbeing Club Interested Joining - Other (please specify)
Water.Org,2024,14,0,Respondent ID
Water.Org,2024,14,1,Please select your gender
Water.Org,2024,14,2,Kindly select your age group
Water.Org,2024,14,3,Please indicate your department.
Water.Org,2024,14,4,"Rank the below wellness activities in order of your preference and participation in the year 2024 (1 being the lowest, while 10 being the highest score)"
Water.Org,2024,14,5,Rank of wellness activities preference and participation (1 Least - 10 Highest) - ZUMBA
Water.Org,2024,14,6,Rank of wellness activities preference and participation (1 Least - 10 Highest) - SWIMMING
Water.Org,2024,14,7,Rank of wellness activities preference and participation (1 Least - 10 Highest) - HIKING
Water.Org,2024,14,8,Rank of wellness activities preference and participation (1 Least - 10 Highest) - CYCLING
Water.Org,2024,14,9,Rank of wellness activities preference and participation (1 Least - 10 Highest) - RUNNING
Water.Org,2024,14,10,Rank of wellness activities preference and participation (1 Least - 10 Highest) - FOOTBALL
Water.Org,2024,14,11,Rank of wellness activities preference and participation (1 Least - 10 Highest) - MEN’ S CAVE
Water.Org,2024,14,12,Rank of wellness activities preference and participation (1 Least - 10 Highest) - LADIES CLUB
Water.Org,2024,14,13,Rank of wellness activities preference and participation (1 Least - 10 Highest) - BOOK CLUB
Water.Org,2024,14,14,Rank of wellness activities preference and participation (1 Least - 10 Highest) - DIET/NUTRITION PROGRAMS
Water.Org,2024,14,15,Rank of wellness activities preference and participation (1 Least - 10 Highest) - STAIRCASE/STEP CHALLENGE
Water.Org,2024,14,16,Rank of wellness activities preference and participation (1 Least - 10 Highest) - MEDITATION/YOGA/MUSIC
Water.Org,2024,14,17,Rank of wellness activities preference and participation (1 Least - 10 Highest) - QUIZ DAYS
Water.Org,2024,14,18,Rank of wellness activities preference and participation (1 Least - 10 Highest) - Other (please specify)
Water.Org,2024,14,19,Which of the above would you like to join as a champion or a committee member?
Water.Org,2024,14,20,Champion/committee interested joining - ZUMBA
Water.Org,2024,14,21,Champion/committee interested joining - SWIMMING
Water.Org,2024,14,22,Champion/committee interested joining - HIKING
Water.Org,2024,14,23,Champion/committee interested joining - CYCLING
Water.Org,2024,14,24,Champion/committee interested joining - RUNNING
Water.Org,2024,14,25,Champion/committee interested joining - FOOTBALL
Water.Org,2024,14,26,Champion/committee interested joining - MEN'S CAVE
Water.Org,2024,14,27,Champion/committee interested joining - LADIES CLUB
Water.Org,2024,14,28,Champion/committee interested joining - BOOK CLUB
Water.Org,2024,14,29,Champion/committee interested joining - DIET/NUTRITION PROGRAMS
Water.Org,2024,14,30,Champion/committee interested joining - STAIRCASE/STEP CHALLENGE
Water.Org,2024,14,31,Champion/committee interested joining - MEDITATION/YOGA/MUSIC
Water.Org,2024,14,32,Champion/committee interested joining - QUIZ DAYS
Water.Org,2024,14,33,Please reflect on the Mental wellness-related issues listed below and tick the areas you would like us to address in our regular wellness sessions (tick more than one option).
Water.Org,2024,14,34,Mental wellness issue would like addressed - Work/job-related stressors
Water.Org,2024,14,35,Mental wellness issue would like addressed - Building Healthy families
Water.Org,2024,14,36,Mental wellness issue would like addressed - Emotional Wellbeing
Water.Org,2024,14,37,Mental wellness issue would like addressed - Financial Wellbeing
Water.Org,2024,14,38,"Mental wellness issue would like addressed - Overcoming Trauma (Coping mechanisms after a traumatic experience- Physical, emotional, Psychological etc.)"
Water.Org,2024,14,39,Mental wellness issue would like addressed - Substance and Drug Dependence
Water.Org,2024,14,40,Mental wellness issue would like addressed - Healthy Relationships
Water.Org,2024,14,41,Mental wellness issue would like addressed - Unresolved Childhood Difficulties
Water.Org,2024,14,42,Mental wellness issue would like addressed - Anxiety and Depression
Water.Org,2024,14,43,Mental wellness issue would like addressed - Work-life balance
Water.Org,2024,14,44,Mental wellness issue would like addressed - Lifestyle diseases management
Water.Org,2024,14,45,Mental wellness issue would like addressed - Effective Parenting skills (Managing children and teenagers)
Water.Org,2024,14,46,Mental wellness issue would like addressed - Other (please specify)
Water.Org,2024,14,47,Which of the following training programs would you like to attend?
Water.Org,2024,14,48,Training programs interested attending - Mental Health Peer counsellor
Water.Org,2024,14,49,Training programs interested attending - Baby minder trainings (training for your nannies)
Water.Org,2024,14,50,Training programs interested attending - Youth/Peer mentorship program (Training for your adolescent son/daughter)
Water.Org,2024,14,51,Training programs interested attending - Family Health program- relationships/ Marriage issues/ Parenting (Training for couples)
Water.Org,2024,14,52,Other (please specify)
Water.Org,2024,14,53,Which of the health and wellbeing clubs below would you be interested to join?
Water.Org,2024,14,54,Health & wellbeing club interested joining - Soul food (overcomers of a challenging or difficult situation in life; from grass to grace)
Water.Org,2024,14,55,"Health & wellbeing club interested joining - Nurture Club (Those supporting young people through mentorship, coaching, career progressions)"
Water.Org,2024,14,56,"Health & wellbeing club interested joining - Health club (Those interested in healthy living aspects, healthy eating, exercising, health promotion etc.)"
Water.Org,2024,14,57,Health & wellbeing club interested joining - Other (please specify)
Water.Org,2024,14,58,What’s your preferred gym?
Water.Org,2024,14,59,Please include physical address of the gym.
WWF Kenya,2024,35,0,Respondent ID
WWF Kenya,2024,35,1,"By completing this survey, you are consenting to us storing and using your data to help us improve our services to you."
WWF Kenya,2024,35,2,Please select your gender
WWF Kenya,2024,35,3,Kindly select your age group
WWF Kenya,2024,35,4,Please select your respective functional unit from the dropdown below.
WWF Kenya,2024,35,5,"Rank the below wellness activities in order of your preference and participation in the year 2024 (1 being the lowest, while 10 being the highest score)"
WWF Kenya,2024,35,6,Rank of wellness activities preference and participation (1 Least - 10 Highest) - ZUMBA
WWF Kenya,2024,35,7,Rank of wellness activities preference and participation (1 Least - 10 Highest) - SWIMMING
WWF Kenya,2024,35,8,Rank of wellness activities preference and participation (1 Least - 10 Highest) - HIKING
WWF Kenya,2024,35,9,Rank of wellness activities preference and participation (1 Least - 10 Highest) - CYCLING
WWF Kenya,2024,35,10,Rank of wellness activities preference and participation (1 Least - 10 Highest) - RUNNING
WWF Kenya,2024,35,11,Rank of wellness activities preference and participation (1 Least - 10 Highest) - FOOTBALL
WWF Kenya,2024,35,12,Rank of wellness activities preference and participation (1 Least - 10 Highest) - MEN’ S CAVE
WWF Kenya,2024,35,13,Rank of wellness activities preference and participation (1 Least - 10 Highest) - LADIES CLUB
WWF Kenya,2024,35,14,Rank of wellness activities preference and participation (1 Least - 10 Highest) - BOOK CLUB
WWF Kenya,2024,35,15,Rank of wellness activities preference and participation (1 Least - 10 Highest) - DIET/NUTRITION PROGRAMS
WWF Kenya,2024,35,16,Rank of wellness activities preference and participation (1 Least - 10 Highest) - STAIRCASE/STEP CHALLENGE
WWF Kenya,2024,35,17,Rank of wellness activities preference and participation (1 Least - 10 Highest) - MEDITATION/YOGA/MUSIC
WWF Kenya,2024,35,18,Rank of wellness activities preference and participation (1 Least - 10 Highest) - QUIZ DAYS
WWF Kenya,2024,35,19,Which of the above would you like to join as a champion or a committee member?
WWF Kenya,2024,35,20,Which wellness activities would you like to join as a champion/committee member - ZUMBA
WWF Kenya,2024,35,21,Which wellness activities would you like to join as a champion/committee member - SWIMMING
WWF Kenya,2024,35,22,Which wellness activities would you like to join as a champion/committee member - HIKING
WWF Kenya,2024,35,23,Which wellness activities would you like to join as a champion/committee member - CYCLING
WWF Kenya,2024,35,24,Which wellness activities would you like to join as a champion/committee member - RUNNING
WWF Kenya,2024,35,25,Which wellness activities would you like to join as a champion/committee member - FOOTBALL
WWF Kenya,2024,35,26,Which wellness activities would you like to join as a champion/committee member - MEN'S CAVE
WWF Kenya,2024,35,27,Which wellness activities would you like to join as a champion/committee member - LADIES CLUB
WWF Kenya,2024,35,28,Which wellness activities would you like to join as a champion/committee member - BOOK CLUB
WWF Kenya,2024,35,29,Which wellness activities would you like to join as a champion/committee member - DIET/NUTRITION PROGRAMS
WWF Kenya,2024,35,30,Which wellness activities would you like to join as a champion/committee member - STAIRCASE/STEP CHALLENGE
WWF Kenya,2024,35,31,Which wellness activities would you like to join as a champion/committee member - MEDITATION/YOGA/MUSIC
WWF Kenya,2024,35,32,Which wellness activities would you like to join as a champion/committee member - QUIZ DAYS
WWF Kenya,2024,35,33,Please reflect on the Mental wellness-related issues listed below and tick the areas you would  like us to address in our regular wellness sessions (tick more than one option).
WWF Kenya,2024,35,34,Mental wellness issues to address in sessions - Work/job-related stressors
WWF Kenya,2024,35,35,Mental wellness issues to address in sessions - Building Healthy families
WWF Kenya,2024,35,36,Mental wellness issues to address in sessions - Emotional Wellbeing
WWF Kenya,2024,35,37,Mental wellness issues to address in sessions - Financial Wellbeing
WWF Kenya,2024,35,38,"Mental wellness issues to address in sessions - Overcoming Trauma (Coping mechanisms after a traumatic experience- Physical, emotional, Psychological etc.)"
WWF Kenya,2024,35,39,Mental wellness issues to address in sessions - Substance and Drug Dependence
WWF Kenya,2024,35,40,Mental wellness issues to address in sessions - Healthy Relationships
WWF Kenya,2024,35,41,Mental wellness issues to address in sessions - Unresolved Childhood Difficulties
WWF Kenya,2024,35,42,Mental wellness issues to address in sessions - Anxiety and Depression
WWF Kenya,2024,35,43,Mental wellness issues to address in sessions - Work-life balance
WWF Kenya,2024,35,44,Mental wellness issues to address in sessions - Lifestyle diseases management
WWF Kenya,2024,35,45,Mental wellness issues to address in sessions - Effective Parenting skills (Managing children and teenagers)
WWF Kenya,2024,35,46,Which of the following training programs would you like to attend?
WWF Kenya,2024,35,47,Training programs Interested attending - Mental Health Peer counsellor
WWF Kenya,2024,35,48,Training programs Interested attending - Baby minder trainings (training for your nannies)
WWF Kenya,2024,35,49,Training programs Interested attending - Youth/Peer mentorship program (Training for your adolescent son/daughter)
WWF Kenya,2024,35,50,Training programs Interested attending - Family Health program- relationships/ Marriage issues/ Parenting (Training for couples)
WWF Kenya,2024,35,51,Which of the health and wellbeing clubs below would you be interested to join?
WWF Kenya,2024,35,52,Health & wellbeing clubs Interested joining - Soul food (overcomers of a challenging or difficult situation in life; from grass to grace)
WWF Kenya,2024,35,53,"Health & wellbeing clubs Interested joining - Nurture Club (Those supporting young people through mentorship, coaching, career progressions)"
WWF Kenya,2024,35,54,"Health & wellbeing clubs Interested joining - Health club (Those interested in healthy living aspects, healthy eating, exercising, health promotion etc.)"
ABSA,2025,1104,0,Respondent_ID
ABSA,2025,1104,1,Branch
ABSA,2025,1104,2,Function
ABSA,2025,1104,3,Consent
ABSA,2025,1104,4,Gender
ABSA,2025,1104,5,Age_Group
ABSA,2025,1104,6,"Are you aware of the current EWP, including health and wellness initiatives offered by the organization?"
ABSA,2025,1104,7,Did you participate in the wellness caravan during the wellness month?
ABSA,2025,1104,8,"If No to Question 10, please state your reason for not participating"
ABSA,2025,1104,9,"Reflecting on your experiences in 2025, which personal factors have affected your well-being? (Select all that apply.)"
ABSA,2025,1104,10,Personal Factors Affecting Wellbeing - Career/Education
ABSA,2025,1104,11,Personal Factors Affecting Wellbeing - Work Stressors
ABSA,2025,1104,12,Personal Factors Affecting Wellbeing - Work-Life Imbalance
ABSA,2025,1104,13,Personal Factors Affecting Wellbeing - Gen-Z Protests
ABSA,2025,1104,14,Personal Factors Affecting Wellbeing - Marital Issues
ABSA,2025,1104,15,Personal Factors Affecting Wellbeing - Financial Challenges
ABSA,2025,1104,16,Personal Factors Affecting Wellbeing - Relationship Difficulties
ABSA,2025,1104,17,Personal Factors Affecting Wellbeing - Parenting Challenges
ABSA,2025,1104,18,Personal Factors Affecting Wellbeing - Anxiety/Depression
ABSA,2025,1104,19,Personal Factors Affecting Wellbeing - Traumatic Experiences
ABSA,2025,1104,20,Personal Factors Affecting Wellbeing - Loss & Grief
ABSA,2025,1104,21,Personal Factors Affecting Wellbeing - Alcohol/Dependency
ABSA,2025,1104,22,Personal Factors Affecting Wellbeing - Chronic Diseases
ABSA,2025,1104,23,Personal Factors Affecting Wellbeing - Other
ABSA,2025,1104,24,"During the year 2025, have you accessed the Employee Assistance Program counselling services?"
ABSA,2025,1104,25,"If No to Question 13, please state your reason for not participating"
ABSA,2025,1104,26,"Based on the current economic developments, what financial empowerment programs would you like to be implemented in the EWP program?"
ABSA,2025,1104,27,Financial Empowerment - Debt Management
ABSA,2025,1104,28,Financial Empowerment - Retirement Planning
ABSA,2025,1104,29,Financial Empowerment - Investment
ABSA,2025,1104,30,Financial Empowerment - Financial Planning
ABSA,2025,1104,31,Financial Empowerment - Other
ABSA,2025,1104,32,Which areas of mental health and wellbeing would you propose to be included in the wellness program to address your needs?
ABSA,2025,1104,33,Mental Health/Wellbeing Focus - Lifestyle Diseases
ABSA,2025,1104,34,Mental Health/Wellbeing Focus - Addiction/Stigma
ABSA,2025,1104,35,Mental Health/Wellbeing Focus - Men/Women Forum
ABSA,2025,1104,36,Mental Health/Wellbeing Focus - Relationships/Marriages
ABSA,2025,1104,37,Mental Health/Wellbeing Focus - Parenting/Childcare
ABSA,2025,1104,38,Mental Health/Wellbeing Focus - Awareness Sessions
ABSA,2025,1104,39,Mental Health/Wellbeing Focus - Financial Literacy
ABSA,2025,1104,40,Mental Health/Wellbeing Focus - Workplace Relationships
ABSA,2025,1104,41,Mental Health/Wellbeing Focus - Teens Program
ABSA,2025,1104,42,Mental Health/Wellbeing Focus - Other
ABSA,2025,1104,43,What would you recommend to the organization to cultivate a healthy work environment that promotes maximum productivity? Please prioritize your suggestions:
ABSA,2025,1104,44,"Embrace teamwork among colleagues through employee engagement forums/ sporting activities, team building"
ABSA,2025,1104,45,"Initiate family visit days to the office- e.g., during customer service week…"
ABSA,2025,1104,46,Improve social support structures among employees/team members
ABSA,2025,1104,47,State any other program…
ABSA,2025,1104,48,I am interested in the Mental Health Peer Counselling Training Program
ABSA,2025,1104,49,I am interested in being trained as a wellness champion
ABSA,2025,1104,50,Did you participate in the 2024 survey?
ABSA,2025,1104,51,"If you participated in the 2024 survey , what changes have you observed"
ABSA,2025,1104,52,Any suggestions to include in our next survey?
Buhler Limited,2025,23,0,Respondent ID
Buhler Limited,2025,23,1,"By completing this survey, you are consenting to us storing and using your data to help us improve our services to you"
Buhler Limited,2025,23,2,Please select your gender
Buhler Limited,2025,23,3,Kindly select your age bracket
Buhler Limited,2025,23,4,Please select your department from the list below
Buhler Limited,2025,23,5,How would you rate the state of your mental well-being?
Buhler Limited,2025,23,6,How would you rate the current state of your mental well-being?
Buhler Limited,2025,23,7,"If you need support in Q6 above, please state what support you would need?"
Buhler Limited,2025,23,8,Please reflect on the mental Wellness related issues listed below and tick the areas you would like us to address on our regular sessions? (Select more than one if applicable)
Buhler Limited,2025,23,9,Q8 Mental Wellness Issues would like addressed_1_Emotional_intelligence
Buhler Limited,2025,23,10,Q8 Mental Wellness Issues would like addressed_2_Financial_constraints
Buhler Limited,2025,23,11,Q8 Mental Wellness Issues would like addressed_3_Trauma
Buhler Limited,2025,23,12,Q8 Mental Wellness Issues would like addressed_4_Substance_and_Drug_Dependence
Buhler Limited,2025,23,13,Q8 Mental Wellness Issues would like addressed_5_Relationship_Difficulties
Buhler Limited,2025,23,14,Q8 Mental Wellness Issues would like addressed_6_Unresolved_Childhood_Difficulties
Buhler Limited,2025,23,15,Q8 Mental Wellness Issues would like addressed_7_Anxiety_and_Depression
Buhler Limited,2025,23,16,Q8 Mental Wellness Issues would like addressed_8_Other_please_specify
Buhler Limited,2025,23,17,Are you going through a tough emotional situation right now?
Buhler Limited,2025,23,18,"During the past 4 weeks, have you had any problems with your work or daily life due to any emotional problems, such as feeling depressed, sad, or anxious?"
Buhler Limited,2025,23,19,"During the past 4 weeks, how often has your mental health affected your ability to get work done?"
Buhler Limited,2025,23,20,"During the past two weeks, how often has your mental health affected your relationships?"
Buhler Limited,2025,23,21,Have you ever been diagnosed with a mental disorder before?
Buhler Limited,2025,23,22,Have you seen a therapist in the recent past?
Buhler Limited,2025,23,23,Is there a history of mental disorder in your family?
Buhler Limited,2025,23,24,Do you feel content with your relationships and family?
Buhler Limited,2025,23,25,When was the last time you were really happy?
Buhler Limited,2025,23,26,When was the last time you felt good about yourself?
Buhler Limited,2025,23,27,How often do you feel positive about your life?
Buhler Limited,2025,23,28,When was the last time you had a positive outlook on life?
Buhler Limited,2025,23,29,How many hours do you sleep per day?
Buhler Limited,2025,23,30,How is your quality of sleep?
Buhler Limited,2025,23,31,How often do you smoke?
Buhler Limited,2025,23,32,How often do you drink?
Buhler Limited,2025,23,33,How do you usually cope with the general stresses of life and the mental health challenges that come your way?
Buhler Limited,2025,23,34,Other (please specify)
Buhler Limited,2025,23,35,"What about the amount of social support you receive from your family, friends, etc? When you have the need to talk to someone or go on outings with friends and/or relatives, do you feel there is someone who fulfills these needs?"
Buhler Limited,2025,23,36,Have you ever attended a Mental Health Awareness Session?
Buhler Limited,2025,23,37,How would you prefer to receive information and advice about mental health?
Buhler Limited,2025,23,38,Other (please specify).1
Buhler Limited,2025,23,39,Are you aware of the Employee Assistance Program services offered by Buhler to all its staff and dependents through Minet?
Buhler Limited,2025,23,40,"If yes to Question 29, have you ever accessed the service?"
Buhler Limited,2025,23,41,"If no, please state the reason."
Buhler Limited,2025,23,42,Would you like us to link you or your dependents to our professional counselors for support?
Buhler Limited,2025,23,43,"If yes, please provide your contact information"
Buhler Limited,2025,23,44,sleep_numeric
Compassion International Kenya,2025,24,0,Respondent ID
Compassion International Kenya,2025,24,1,"By completing this survey, you are consenting to us storing and using your data to help us improve our services to you."
Compassion International Kenya,2025,24,2,Please select your gender
Compassion International Kenya,2025,24,3,Kindly select your age group
Compassion International Kenya,2025,24,4,Please select your respective functional unit from the dropdown below
Compassion International Kenya,2025,24,5,Please select your categorization of work locations
Compassion International Kenya,2025,24,6,"Rank of wellness activity preference/participation(1 least 10 highest) - Rank the below wellness activities in order of your preference and participation in the year 2024 (1 being the lowest, while 10 being the highest score)"
Compassion International Kenya,2025,24,7,Rank of wellness activity preference/participation(1 least 10 highest) - ZUMBA
Compassion International Kenya,2025,24,8,Rank of wellness activity preference/participation(1 least 10 highest) - SWIMMING
Compassion International Kenya,2025,24,9,Rank of wellness activity preference/participation(1 least 10 highest) - HIKING
Compassion International Kenya,2025,24,10,Rank of wellness activity preference/participation(1 least 10 highest) - CYCLING
Compassion International Kenya,2025,24,11,Rank of wellness activity preference/participation(1 least 10 highest) - RUNNING
Compassion International Kenya,2025,24,12,Rank of wellness activity preference/participation(1 least 10 highest) - FOOTBALL
Compassion International Kenya,2025,24,13,Rank of wellness activity preference/participation(1 least 10 highest) - MEN’ S CAVE
Compassion International Kenya,2025,24,14,Rank of wellness activity preference/participation(1 least 10 highest) - LADIES CLUB
Compassion International Kenya,2025,24,15,Rank of wellness activity preference/participation(1 least 10 highest) - BOOK CLUB
Compassion International Kenya,2025,24,16,Rank of wellness activity preference/participation(1 least 10 highest) - DIET/NUTRITION PROGRAMS
Compassion International Kenya,2025,24,17,Rank of wellness activity preference/participation(1 least 10 highest) - STAIRCASE/STEP CHALLENGE
Compassion International Kenya,2025,24,18,Rank of wellness activity preference/participation(1 least 10 highest) - QUIZ DAYS
Compassion International Kenya,2025,24,19,Rank of wellness activity preference/participation(1 least 10 highest) - Other (please specify)
Compassion International Kenya,2025,24,20,Which of the above would you like to join as a champion or a committee member?
Compassion International Kenya,2025,24,21,Would Like to join as Champion/Committee member - ZUMBA
Compassion International Kenya,2025,24,22,Would Like to join as Champion/Committee member - SWIMMING
Compassion International Kenya,2025,24,23,Would Like to join as Champion/Committee member - HIKING
Compassion International Kenya,2025,24,24,Would Like to join as Champion/Committee member - CYCLING
Compassion International Kenya,2025,24,25,Would Like to join as Champion/Committee member - RUNNING
Compassion International Kenya,2025,24,26,Would Like to join as Champion/Committee member - FOOTBALL
Compassion International Kenya,2025,24,27,Would Like to join as Champion/Committee member - MEN'S CAVE
Compassion International Kenya,2025,24,28,Would Like to join as Champion/Committee member - LADIES CLUB
Compassion International Kenya,2025,24,29,Would Like to join as Champion/Committee member - BOOK CLUB
Compassion International Kenya,2025,24,30,Would Like to join as Champion/Committee member - DIET/NUTRITION PROGRAMS
Compassion International Kenya,2025,24,31,Would Like to join as Champion/Committee member - STAIRCASE/STEP CHALLENGE
Compassion International Kenya,2025,24,32,Would Like to join as Champion/Committee member - QUIZ DAYS
Compassion International Kenya,2025,24,33,"Please reflect on the Mental wellness-related issues listed below and tick the areas you would like us to address in our regular wellness sessions (where applicable, tick more than one option)."
Compassion International Kenya,2025,24,34,Mental Wellness Issues Would Like Addressed - Work/job-related stressors
Compassion International Kenya,2025,24,35,Mental Wellness Issues Would Like Addressed - Building Healthy families
Compassion International Kenya,2025,24,36,Mental Wellness Issues Would Like Addressed - Emotional Wellbeing
Compassion International Kenya,2025,24,37,Mental Wellness Issues Would Like Addressed - Financial Wellbeing
Compassion International Kenya,2025,24,38,"Mental Wellness Issues Would Like Addressed - Overcoming Trauma (Coping mechanisms after a traumatic experience- Physical, emotional, Psychological etc.)"
Compassion International Kenya,2025,24,39,Mental Wellness Issues Would Like Addressed - Substance and Drug Dependence
Compassion International Kenya,2025,24,40,Mental Wellness Issues Would Like Addressed - Healthy Relationships
Compassion International Kenya,2025,24,41,Mental Wellness Issues Would Like Addressed - Unresolved Childhood Difficulties
Compassion International Kenya,2025,24,42,Mental Wellness Issues Would Like Addressed - Anxiety and Depression
Compassion International Kenya,2025,24,43,Mental Wellness Issues Would Like Addressed - Work-life balance
Compassion International Kenya,2025,24,44,Mental Wellness Issues Would Like Addressed - Lifestyle diseases management
Compassion International Kenya,2025,24,45,Mental Wellness Issues Would Like Addressed - Effective Parenting skills (Managing children and teenagers)
Compassion International Kenya,2025,24,46,Mental Wellness Issues Would Like Addressed - Other (please specify)
Compassion International Kenya,2025,24,47,Which of the following training programs would you like to attend?
Compassion International Kenya,2025,24,48,Training Programs Would Like To Attend - Mental Health Peer counsellor
Compassion International Kenya,2025,24,49,Training Programs Would Like To Attend - Baby minder trainings (training for your nannies)
Compassion International Kenya,2025,24,50,Training Programs Would Like To Attend - Youth/Peer mentorship program (Training for your adolescent son/daughter)
Compassion International Kenya,2025,24,51,Training Programs Would Like To Attend - Family Health program- relationships/ Marriage issues/ Parenting (Training for couples)
Compassion International Kenya,2025,24,52,Training Programs Would Like To Attend - Other (please specify)
Compassion International Kenya,2025,24,53,Which of the health and wellbeing clubs below would you be interested to join?
Compassion International Kenya,2025,24,54,Soul food (Overcomers of a challenging or difficult situation in life; from grass to grace)
Compassion International Kenya,2025,24,55,"Wellbeing Clubs Would Like To Join - Nurture Club (Those supporting young people through mentorship, coaching, career progressions)"
Compassion International Kenya,2025,24,56,"Wellbeing Clubs Would Like To Join - Health club (Those interested in healthy living aspects; healthy eating, exercising, health promotion etc.)"
Compassion International Kenya,2025,24,57,Wellbeing Clubs Would Like To Join - Other (please specify)
Compassion International Kenya,2025,24,58,What is the most important thing for you when it comes to well-being?
Compassion International Kenya,2025,24,59,Are you enrolled in any wellbeing program or initiative?
Compassion International Kenya,2025,24,60,"If yes, kindly state"
Compassion International Kenya,2025,24,61,Have you had any annual wellness checkups this year?
Elite Travel Services,2025,30,0,Respondent ID
Elite Travel Services,2025,30,1,"By completing this survey, you are consenting to us storing and using your data to help us improve our services to you."
Elite Travel Services,2025,30,2,Please select your gender
Elite Travel Services,2025,30,3,Kindly select your age group
Elite Travel Services,2025,30,4,Please select your respective functional unit from the dropdown below
Elite Travel Services,2025,30,5,"Rank the below proposed wellness activities in order of your preference and participation in the year 2025 (1 being the lowest, while 10 being the highest score)"
Elite Travel Services,2025,30,6,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - ZUMBA
Elite Travel Services,2025,30,7,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - SWIMMING
Elite Travel Services,2025,30,8,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - HIKING
Elite Travel Services,2025,30,9,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - CYCLING
Elite Travel Services,2025,30,10,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - RUNNING
Elite Travel Services,2025,30,11,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - FOOTBALL
Elite Travel Services,2025,30,12,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - MEN’ S CAVE
Elite Travel Services,2025,30,13,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - LADIES CLUB
Elite Travel Services,2025,30,14,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - BOOK CLUB
Elite Travel Services,2025,30,15,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - DIET/NUTRITION PROGRAMS
Elite Travel Services,2025,30,16,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - STAIRCASE/STEP CHALLENGE
Elite Travel Services,2025,30,17,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - QUIZ DAYS
Elite Travel Services,2025,30,18,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - MEDITATION/YOGA/MUSIC
Elite Travel Services,2025,30,19,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - Other (please specify)
Elite Travel Services,2025,30,20,Which of the above would you like to join as a champion or a committee member?
Elite Travel Services,2025,30,21,Would like to join as Champion or Committee member - ZUMBA
Elite Travel Services,2025,30,22,Would like to join as Champion or Committee member - SWIMMING
Elite Travel Services,2025,30,23,Would like to join as Champion or Committee member - HIKING
Elite Travel Services,2025,30,24,Would like to join as Champion or Committee member - CYCLING
Elite Travel Services,2025,30,25,Would like to join as Champion or Committee member - RUNNING
Elite Travel Services,2025,30,26,Would like to join as Champion or Committee member - FOOTBALL
Elite Travel Services,2025,30,27,Would like to join as Champion or Committee member - MEN'S CAVE
Elite Travel Services,2025,30,28,Would like to join as Champion or Committee member - LADIES CLUB
Elite Travel Services,2025,30,29,Would like to join as Champion or Committee member - BOOK CLUB
Elite Travel Services,2025,30,30,Would like to join as Champion or Committee member - DIET/NUTRITION PROGRAMS
Elite Travel Services,2025,30,31,Would like to join as Champion or Committee member - STAIRCASE/STEP CHALLENGE
Elite Travel Services,2025,30,32,Would like to join as Champion or Committee member - QUIZ DAYS
Elite Travel Services,2025,30,33,Would like to join as Champion or Committee member - MEDITATION/YOGA/MUSIC
Elite Travel Services,2025,30,34,"Please reflect on the Mental wellness-related issues listed below and tick the areas you would like us to address in our regular wellness sessions (where applicable, tick more than one option)."
Elite Travel Services,2025,30,35,Mental Wellness Issues Would Like Addressed - Work/job-related stressors
Elite Travel Services,2025,30,36,Mental Wellness Issues Would Like Addressed - Building Healthy families
